fandom,fic,year,month,category
Pokémon,213.6," 2006"," 01"," game"
Pokémon,213.6," 2006"," 02"," game"
Pokémon,195.5," 2006"," 03"," game"
Pokémon,195.5," 2006"," 04"," game"
Pokémon,195.5," 2006"," 05"," game"
Pokémon,195.5," 2006"," 06"," game"
Pokémon,195.5," 2006"," 07"," game"
Pokémon,195.5," 2006"," 08"," game"
Pokémon,195.5," 2006"," 09"," game"
Pokémon,195.5," 2006"," 10"," game"
Pokémon,195.5," 2006"," 11"," game"
Pokémon,195.5," 2006"," 12"," game"
Pokémon,154.5," 2007"," 01"," game"
Pokémon,154.5," 2007"," 02"," game"
Pokémon,154.5," 2007"," 03"," game"
Pokémon,154.5," 2007"," 04"," game"
Pokémon,154.5," 2007"," 05"," game"
Pokémon,154.5," 2007"," 06"," game"
Pokémon,154.5," 2007"," 07"," game"
Pokémon,154.5," 2007"," 08"," game"
Pokémon,403.4375," 2007"," 09"," game"
Pokémon,403.4375," 2007"," 10"," game"
Pokémon,403.4375," 2007"," 11"," game"
Pokémon,403.4375," 2007"," 12"," game"
Pokémon,403.4375," 2008"," 01"," game"
Pokémon,403.4375," 2008"," 02"," game"
Pokémon,66.5," 2009"," 01"," game"
Pokémon,66.5," 2009"," 02"," game"
Pokémon,308.0," 2009"," 03"," game"
Pokémon,1912.0," 2009"," 04"," game"
Pokémon,1912.0," 2009"," 05"," game"
Pokémon,262.3," 2009"," 06"," game"
Pokémon,262.3," 2009"," 07"," game"
Pokémon,262.3," 2009"," 08"," game"
Pokémon,262.3," 2009"," 09"," game"
Pokémon,262.3," 2009"," 10"," game"
Pokémon,262.3," 2009"," 11"," game"
Pokémon,262.3," 2009"," 12"," game"
Pokémon,262.3," 2010"," 01"," game"
Pokémon,262.3," 2010"," 02"," game"
Pokémon,262.3," 2010"," 03"," game"
Pokémon,1700.0," 2010"," 04"," game"
Pokémon,698.0," 2010"," 05"," game"
Pokémon,698.0," 2010"," 06"," game"
Pokémon,698.0," 2010"," 07"," game"
Pokémon,698.0," 2010"," 08"," game"
Pokémon,698.0," 2010"," 09"," game"
Pokémon,698.0," 2010"," 10"," game"
Pokémon,698.0," 2010"," 11"," game"
Pokémon,1004.25," 2010"," 12"," game"
Pokémon,1004.25," 2011"," 01"," game"
Pokémon,1004.25," 2011"," 02"," game"
Pokémon,1004.25," 2011"," 03"," game"
Pokémon,352.3333333333333," 2011"," 04"," game"
Pokémon,352.3333333333333," 2011"," 05"," game"
Pokémon,352.3333333333333," 2011"," 06"," game"
Pokémon,1321.0," 2011"," 07"," game"
Pokémon,428.0," 2011"," 08"," game"
Pokémon,1240.0," 2011"," 09"," game"
Pokémon,978.0," 2011"," 10"," game"
Pokémon,978.0," 2011"," 11"," game"
Pokémon,92.0," 2011"," 12"," game"
Pokémon,92.0," 2012"," 01"," game"
Pokémon,1411.5," 2012"," 02"," game"
Pokémon,1411.5," 2012"," 03"," game"
Pokémon,146.5," 2012"," 04"," game"
Pokémon,146.5," 2012"," 05"," game"
Pokémon,1749.75," 2012"," 06"," game"
Pokémon,1749.75," 2012"," 07"," game"
Pokémon,1749.75," 2012"," 08"," game"
Pokémon,1749.75," 2012"," 09"," game"
Pokémon,112.5," 2012"," 10"," game"
Pokémon,112.5," 2012"," 11"," game"
Pokémon,112.5," 2012"," 12"," game"
Pokémon,112.5," 2013"," 01"," game"
Pokémon,946.0," 2013"," 02"," game"
Pokémon,1135.0," 2013"," 03"," game"
Pokémon,695.0," 2013"," 04"," game"
Pokémon,1187.0," 2013"," 05"," game"
Pokémon,913.0," 2013"," 06"," game"
Pokémon,1416.0," 2013"," 08"," game"
Pokémon,400.0," 2013"," 09"," game"
Pokémon,1700.0," 2013"," 10"," game"
Pokémon,850.0," 2013"," 11"," game"
Pokémon,850.0," 2013"," 12"," game"
Pokémon,300.0," 2014"," 01"," game"
Pokémon,800.0," 2014"," 02"," game"
Pokémon,800.0," 2014"," 03"," game"
Pokémon,1000.0," 2014"," 04"," game"
Pokémon,300.0," 2014"," 05"," game"
Pokémon,900.0," 2014"," 06"," game"
Pokémon,800.0," 2014"," 07"," game"
Pokémon,900.0," 2014"," 08"," game"
Pokémon,500.0," 2014"," 09"," game"
Pokémon,800.0," 2014"," 10"," game"
Pokémon,600.0," 2014"," 11"," game"
Pokémon,1100.0," 2014"," 12"," game"
Pokémon,500.0," 2015"," 01"," game"
Pokémon,1000.0," 2015"," 02"," game"
Pokémon,500.0," 2015"," 03"," game"
Pokémon,400.0," 2015"," 04"," game"
Pokémon,600.0," 2015"," 05"," game"
Pokémon,500.0," 2015"," 06"," game"
Pokémon,900.0," 2015"," 07"," game"
Pokémon,300.0," 2015"," 08"," game"
Pokémon,600.0," 2015"," 09"," game"
Pokémon,200.0," 2015"," 10"," game"
Pokémon,700.0," 2015"," 11"," game"
Pokémon,500.0," 2015"," 12"," game"
Pokémon,600.0," 2016"," 01"," game"
Pokémon,500.0," 2016"," 02"," game"
Pokémon,500.0," 2016"," 03"," game"
Pokémon,400.0," 2016"," 04"," game"
Pokémon,400.0," 2016"," 05"," game"
Pokémon,500.0," 2016"," 06"," game"
Pokémon,500.0," 2016"," 07"," game"
Pokémon,400.0," 2016"," 08"," game"
Pokémon,300.0," 2016"," 09"," game"
Pokémon,800.0," 2016"," 10"," game"
Pokémon,550.0," 2016"," 11"," game"
Pokémon,550.0," 2016"," 12"," game"
Pokémon,200.0," 2017"," 01"," game"
Pokémon,400.0," 2017"," 02"," game"
Pokémon,400.0," 2017"," 03"," game"
Pokémon,400.0," 2017"," 04"," game"
Pokémon,300.0," 2017"," 05"," game"
Pokémon,300.0," 2017"," 06"," game"
Pokémon,200.0," 2017"," 07"," game"
Pokémon,300.0," 2017"," 08"," game"
Pokémon,300.0," 2017"," 09"," game"
Pokémon,200.0," 2017"," 10"," game"
Pokémon,500.0," 2017"," 11"," game"
Pokémon,200.0," 2017"," 12"," game"
Pokémon,200.0," 2018"," 01"," game"
Pokémon,200.0," 2018"," 02"," game"
Pokémon,300.0," 2018"," 03"," game"
Pokémon,150.0," 2018"," 04"," game"
Pokémon,150.0," 2018"," 05"," game"
Pokémon,300.0," 2018"," 06"," game"
Pokémon,200.0," 2018"," 07"," game"
Pokémon,200.0," 2018"," 08"," game"
Pokémon,100.0," 2018"," 09"," game"
Pokémon,200.0," 2018"," 10"," game"
Pokémon,100.0," 2018"," 11"," game"
Pokémon,200.0," 2018"," 12"," game"
Pokémon,100.0," 2019"," 01"," game"
Pokémon,200.0," 2019"," 02"," game"
Pokémon,100.0," 2019"," 03"," game"
Pokémon,200.0," 2019"," 04"," game"
Pokémon,100.0," 2019"," 05"," game"
Pokémon,100.0," 2019"," 06"," game"
Pokémon,200.0," 2019"," 07"," game"
Pokémon,100.0," 2019"," 08"," game"
Pokémon,200.0," 2019"," 09"," game"
Pokémon,100.0," 2019"," 10"," game"
Pokémon,200.0," 2019"," 11"," game"
Pokémon,300.0," 2019"," 12"," game"
Pokémon,200.0," 2020"," 01"," game"
Pokémon,200.0," 2020"," 02"," game"
Pokémon,100.0," 2020"," 03"," game"
Pokémon,100.0," 2020"," 04"," game"
Pokémon,200.0," 2020"," 05"," game"
Pokémon,100.0," 2020"," 06"," game"
Pokémon,200.0," 2020"," 07"," game"
Pokémon,100.0," 2020"," 08"," game"
Pokémon,100.0," 2020"," 09"," game"
Pokémon,200.0," 2020"," 10"," game"
Pokémon,100.0," 2020"," 11"," game"
Pokémon,200.0," 2020"," 12"," game"
Pokémon,1000.0," 2021"," 01"," game"
Pokémon,111.11111111111111," 2021"," 02"," game"
Pokémon,111.11111111111111," 2021"," 03"," game"
Pokémon,111.11111111111111," 2021"," 04"," game"
Pokémon,111.11111111111111," 2021"," 06"," game"
Pokémon,111.11111111111111," 2021"," 07"," game"
Pokémon,111.11111111111111," 2021"," 08"," game"
Pokémon,111.11111111111111," 2021"," 10"," game"
