fandom,fic,year,month,category
"Harry Potter",2026.625," 2005"," 11"," book"
"Harry Potter",2026.625," 2005"," 12"," book"
"Harry Potter",2026.625," 2006"," 01"," book"
"Harry Potter",2026.625," 2006"," 02"," book"
"Harry Potter",6596.9," 2006"," 04"," book"
"Harry Potter",6596.9," 2006"," 05"," book"
"Harry Potter",6596.9," 2006"," 06"," book"
"Harry Potter",6596.9," 2006"," 07"," book"
"Harry Potter",6596.9," 2006"," 08"," book"
"Harry Potter",6596.9," 2006"," 09"," book"
"Harry Potter",6596.9," 2006"," 10"," book"
"Harry Potter",6596.9," 2006"," 11"," book"
"Harry Potter",6596.9," 2006"," 12"," book"
"Harry Potter",4059.875," 2007"," 02"," tv"
"Harry Potter",4059.875," 2007"," 03"," tv"
"Harry Potter",4059.875," 2007"," 04"," tv"
"Harry Potter",4059.875," 2007"," 05"," tv"
"Harry Potter",4059.875," 2007"," 06"," tv"
"Harry Potter",4059.875," 2007"," 07"," tv"
"Harry Potter",4059.875," 2007"," 08"," tv"
"Harry Potter",3743.8333333333335," 2007"," 10"," tv"
"Harry Potter",3743.8333333333335," 2007"," 11"," tv"
"Harry Potter",3743.8333333333335," 2007"," 12"," tv"
"Harry Potter",3743.8333333333335," 2008"," 01"," tv"
"Harry Potter",3743.8333333333335," 2008"," 02"," tv"
"Harry Potter",33304.5," 2009"," 02"," tv"
"Harry Potter",1052.0," 2009"," 05"," tv"
"Harry Potter",3438.9," 2009"," 07"," tv"
"Harry Potter",3438.9," 2009"," 08"," tv"
"Harry Potter",3438.9," 2009"," 09"," tv"
"Harry Potter",3438.9," 2009"," 10"," tv"
"Harry Potter",3438.9," 2009"," 11"," tv"
"Harry Potter",3438.9," 2009"," 12"," tv"
"Harry Potter",3438.9," 2010"," 01"," tv"
"Harry Potter",3438.9," 2010"," 02"," tv"
"Harry Potter",3438.9," 2010"," 03"," tv"
"Harry Potter",1379.4285714285713," 2010"," 06"," tv"
"Harry Potter",1379.4285714285713," 2010"," 07"," tv"
"Harry Potter",1379.4285714285713," 2010"," 08"," tv"
"Harry Potter",1379.4285714285713," 2010"," 09"," tv"
"Harry Potter",1379.4285714285713," 2010"," 10"," tv"
"Harry Potter",1379.4285714285713," 2010"," 11"," tv"
"Harry Potter",16215.5," 2011"," 01"," tv"
"Harry Potter",4753.0," 2011"," 03"," tv"
"Harry Potter",4753.0," 2011"," 04"," tv"
"Harry Potter",5477.0," 2011"," 06"," tv"
"Harry Potter",8106.0," 2012"," 01"," tv"
"Harry Potter",1504.5," 2012"," 07"," tv"
"Harry Potter",2689.5," 2012"," 09"," tv"
"Harry Potter",7542.5," 2012"," 11"," tv"
"Harry Potter",1333.3333333333333," 2013"," 12"," tv"
"Harry Potter",1333.3333333333333," 2014"," 01"," tv"
"Harry Potter",1500.0," 2014"," 04"," tv"
"Harry Potter",1500.0," 2014"," 08"," tv"
"Harry Potter",1000.0," 2014"," 12"," tv"
"Harry Potter",1500.0," 2015"," 07"," tv"
"Harry Potter",1000.0," 2016"," 03"," tv"
"Harry Potter",1500.0," 2016"," 05"," tv"
"Harry Potter",1000.0," 2016"," 09"," tv"
"Harry Potter",1000.0," 2016"," 12"," tv"
"Harry Potter",1000.0," 2017"," 03"," tv"
"Harry Potter",1000.0," 2017"," 07"," tv"
"Harry Potter",1000.0," 2017"," 12"," tv"
"Harry Potter",1000.0," 2018"," 04"," tv"
"Harry Potter",1000.0," 2018"," 08"," tv"
"Harry Potter",500.0," 2019"," 03"," tv"
"Harry Potter",500.0," 2019"," 06"," tv"
"Harry Potter",500.0," 2019"," 11"," tv"
"Harry Potter",333.3333333333333," 2020"," 02"," tv"
"Harry Potter",333.3333333333333," 2020"," 03"," tv"
"Harry Potter",500.0," 2020"," 10"," tv"
"Harry Potter",500.0," 2021"," 01"," tv"
"Harry Potter",500.0," 2021"," 04"," tv"
"Harry Potter",500.0," 2021"," 08"," tv"
"Harry Potter",500.0," 2021"," 12"," tv"
"Harry Potter",1000.0," 2022"," 02"," tv"
